id,title,abstract,link,processed_abstract
197,Differential impact of intermittent versus continuous treatment with clozapine on fatty acid metabolism in the brain of an MK-801-induced mouse model of schizophrenia.,"Continuous antipsychotic treatment is often recommended to prevent relapse in schizophrenia. However, the efficacy of antipsychotic treatment appears to diminish in patients with relapsed schizophrenia and the underlying mechanisms are still unknown. Moreover, though the findings are inconclusive, several recent studies suggest that intermittent versus continuous treatment may not significantly differ in recurrence risk and therapeutic efficacy but potentially reduce the drug dose and side effects. Notably, disturbances in fatty acid (FA) metabolism are linked to the onset/relapse of schizophrenia, and patients with multi-episode schizophrenia have been reported to have reduced FA biosynthesis. We thus utilized an MK-801-induced animal model of schizophrenia to evaluate whether two treatment strategies of clozapine would affect drug response and FA metabolism differently in the brain. Schizophrenia-related behaviors were assessed through open field test (OFT) and prepulse inhibition (PPI) test, and FA profiles of prefrontal cortex (PFC) and hippocampus were analyzed by gas chromatography-mass spectrometry. Additionally, we measured gene expression levels of enzymes involved in FA synthesis. Both intermittent and continuous clozapine treatment reversed hypermotion and deficits in PPI in mice. Continuous treatment decreased total polyunsaturated fatty acids (PUFAs), saturated fatty acids (SFAs) and FAs in the PFC, whereas the intermittent administration increased n-6 PUFAs, SFAs and FAs compared to continuous administration. Meanwhile, continuous treatment reduced the expression of Fads1 and Elovl2, while intermittent treatment significantly upregulated them. This study discloses the novel findings that there was no significant difference in clozapine efficacy between continuous and intermittent administration, but intermittent treatment showed certain protective effects on phospholipid metabolism in the PFC.",https://pubmed.ncbi.nlm.nih.gov/38642730/,continuous antipsychotic treatment often recommended prevent relapse schizophrenia however efficacy antipsychotic treatment appears diminish patient relapsed schizophrenia underlying mechanism still unknown moreover though finding inconclusive several recent study suggest intermittent versus continuous treatment may significantly differ recurrence risk therapeutic efficacy potentially reduce drug dose side effect notably disturbance fatty acid fa metabolism linked onsetrelapse schizophrenia patient multiepisode schizophrenia reported reduced fa biosynthesis thus utilized mkinduced animal model schizophrenia evaluate whether two treatment strategy clozapine would affect drug response fa metabolism differently brain schizophreniarelated behavior assessed open field test oft prepulse inhibition ppi test fa profile prefrontal cortex pfc hippocampus analyzed gas chromatographymass spectrometry additionally measured gene expression level enzyme involved fa synthesis intermittent continuous clozapine treatment reversed hypermotion deficit ppi mouse continuous treatment decreased total polyunsaturated fatty acid pufas saturated fatty acid sfas fa pfc whereas intermittent administration increased n pufas sfas fa compared continuous administration meanwhile continuous treatment reduced expression fad elovl intermittent treatment significantly upregulated study discloses novel finding significant difference clozapine efficacy continuous intermittent administration intermittent treatment showed certain protective effect phospholipid metabolism pfc
198,A review of DNA nanoparticles-encapsulated drug/gene/protein for advanced controlled drug release: Current status and future perspective over emerging therapy approaches.,"In the last ten years, the field of nanomedicine has experienced significant progress in creating novel drug delivery systems (DDSs). An effective strategy involves employing DNA nanoparticles (NPs) as carriers to encapsulate drugs, genes, or proteins, facilitating regulated drug release. This abstract examines the utilization of DNA NPs and their potential applications in strategies for controlled drug release. Researchers have utilized the distinctive characteristics of DNA molecules, including their ability to self-assemble and their compatibility with living organisms, to create NPs specifically for the purpose of delivering drugs. The DNA NPs possess numerous benefits compared to conventional drug carriers, such as exceptional stability, adjustable dimensions and structure, and convenient customization. Researchers have successfully achieved a highly efficient encapsulation of different therapeutic agents by carefully designing their structure and composition. This advancement enables precise and targeted delivery of drugs. The incorporation of drugs, genes, or proteins into DNA NPs provides notable advantages in terms of augmenting therapeutic effectiveness while reducing adverse effects. DNA NPs serve as a protective barrier for the enclosed payloads, preventing their degradation and extending their duration in the body. The protective effect is especially vital for delicate biologics, such as proteins or gene-based therapies that could otherwise be vulnerable to enzymatic degradation or quick elimination. Moreover, the surface of DNA NPs can be altered to facilitate specific targeting towards particular tissues or cells, thereby augmenting the accuracy of delivery. A significant benefit of DNA NPs is their capacity to regulate the kinetics of drug release. Through the manipulation of the DNA NPs structure, scientists can regulate the rate at which the enclosed cargo is released, enabling a prolonged and regulated dispensation of medication. This control is crucial for medications with limited therapeutic ranges or those necessitating uninterrupted administration to attain optimal therapeutic results. In addition, DNA NPs have the ability to react to external factors, including alterations in temperature, pH, or light, which can initiate the release of the payload at precise locations or moments. This feature enhances the precision of drug release control. The potential uses of DNA NPs in the controlled release of medicines are extensive. The NPs have the ability to transport various therapeutic substances, for example, drugs, peptides, NAs (NAs), and proteins. They exhibit potential for the therapeutic management of diverse ailments, including cancer, genetic disorders, and infectious diseases. In addition, DNA NPs can be employed for targeted drug delivery, traversing biological barriers, and surpassing the constraints of conventional drug administration methods.",https://pubmed.ncbi.nlm.nih.gov/38642693/,last ten year field nanomedicine experienced significant progress creating novel drug delivery system dds effective strategy involves employing dna nanoparticles np carrier encapsulate drug gene protein facilitating regulated drug release abstract examines utilization dna np potential application strategy controlled drug release researcher utilized distinctive characteristic dna molecule including ability selfassemble compatibility living organism create np specifically purpose delivering drug dna np posse numerous benefit compared conventional drug carrier exceptional stability adjustable dimension structure convenient customization researcher successfully achieved highly efficient encapsulation different therapeutic agent carefully designing structure composition advancement enables precise targeted delivery drug incorporation drug gene protein dna np provides notable advantage term augmenting therapeutic effectiveness reducing adverse effect dna np serve protective barrier enclosed payload preventing degradation extending duration body protective effect especially vital delicate biologics protein genebased therapy could otherwise vulnerable enzymatic degradation quick elimination moreover surface dna np altered facilitate specific targeting towards particular tissue cell thereby augmenting accuracy delivery significant benefit dna np capacity regulate kinetics drug release manipulation dna np structure scientist regulate rate enclosed cargo released enabling prolonged regulated dispensation medication control crucial medication limited therapeutic range necessitating uninterrupted administration attain optimal therapeutic result addition dna np ability react external factor including alteration temperature ph light initiate release payload precise location moment feature enhances precision drug release control potential us dna np controlled release medicine extensive np ability transport various therapeutic substance example drug peptide na na protein exhibit potential therapeutic management diverse ailment including cancer genetic disorder infectious disease addition dna np employed targeted drug delivery traversing biological barrier surpassing constraint conventional drug administration method
199,Goat milk exosomal microRNAs alleviate LPS-induced intestinal inflammation in mice.,"Intestinal inflammation is a common digestive system disease. Milk-derived exosomes can participate in intercellular communication and transport a variety of bioactive components, and the microRNAs (miRNAs) they carry play important roles in a variety of biological processes in the body. At present, the preventive effect and mechanism of action of goat milk exosomes and their derived miRNAs on intestinal inflammation are still unclear. In this study, the protective effect of goat milk exosomes on LPS-induced intestinal inflammation was investigated using mouse intestinal inflammation model and IEC-6 cell inflammation model. Small RNA sequencing was used to analyze the miRNA expression profile of goat milk exosomes. In this study, C-Exo and M-Exo alleviated intestinal inflammation by reducing the LPS-induced release of proinflammatory cytokines, inhibiting the increase in the NLRP3 protein and the activation of the TLR4/NFκB signaling pathway. C-Exo has a more significant inhibitory effect on them, and better therapeutic efficacy than M-Exo. Notably, the target genes of miRNAs in C-Exo and M-Exo were significantly enriched in immune-related pathways. Furthermore, their derived miR-26a-5p and miR-30a-5p were found to ameliorate the IEC-6 inflammatory response. These findings suggest that miRNAs in goat milk exosomes have the potential to attenuate LPS-induced intestinal inflammation.",https://pubmed.ncbi.nlm.nih.gov/38642690/,intestinal inflammation common digestive system disease milkderived exosomes participate intercellular communication transport variety bioactive component micrornas mirnas carry play important role variety biological process body present preventive effect mechanism action goat milk exosomes derived mirnas intestinal inflammation still unclear study protective effect goat milk exosomes lpsinduced intestinal inflammation investigated using mouse intestinal inflammation model iec cell inflammation model small rna sequencing used analyze mirna expression profile goat milk exosomes study cexo mexo alleviated intestinal inflammation reducing lpsinduced release proinflammatory cytokine inhibiting increase nlrp protein activation tlrnfb signaling pathway cexo significant inhibitory effect better therapeutic efficacy mexo notably target gene mirnas cexo mexo significantly enriched immunerelated pathway furthermore derived mirap mirap found ameliorate iec inflammatory response finding suggest mirnas goat milk exosomes potential attenuate lpsinduced intestinal inflammation
200,Chemo-photothermal therapy of chitosan/gold nanorod clusters for antibacterial treatment against the infection of planktonic and biofilm MRSA.,"Bacterial infections trigger inflammation and impede the closure of skin wounds. The misuse of antibiotics exacerbates skin infections by generating multidrug-resistant bacteria. In this study, we developed chemo-photothermal therapy (chemo-PTT) based on near-infrared (NIR)-irradiated chitosan/gold nanorod (GNR) clusters as anti-methicillin-resistant Staphylococcus aureus (MRSA) agents. The nanocomposites exhibited an average size of 223 nm with a surface charge of 36 mV. These plasmonic nanocomposites demonstrated on-demand and rapid hyperthermal action under NIR. The combined effect of positive charge and PTT by NIR-irradiated nanocomposites resulted in a remarkable inhibition rate of 96 % against planktonic MRSA, indicating a synergistic activity compared to chitosan nanoparticles or GNR alone. The nanocomposites easily penetrated the biofilm matrix. The combination of chemical and photothermal treatments by NIR-stimulated clusters significantly damaged the biofilm structure, eradicating MRSA inside the biomass. NIR-irradiated chitosan/GNR clusters increased the skin temperature of mice by 13 °C. The plasmonic nanocomposites induced negligible skin irritation in vivo. In summary, this novel nanosystem demonstrated potent antibacterial effects against planktonic and biofilm MRSA, showcasing the possible efficacy in treating skin infections.",https://pubmed.ncbi.nlm.nih.gov/38642681/,bacterial infection trigger inflammation impede closure skin wound misuse antibiotic exacerbates skin infection generating multidrugresistant bacteria study developed chemophotothermal therapy chemoptt based nearinfrared nirirradiated chitosangold nanorod gnr cluster antimethicillinresistant staphylococcus aureus mrsa agent nanocomposites exhibited average size nm surface charge mv plasmonic nanocomposites demonstrated ondemand rapid hyperthermal action nir combined effect positive charge ptt nirirradiated nanocomposites resulted remarkable inhibition rate planktonic mrsa indicating synergistic activity compared chitosan nanoparticles gnr alone nanocomposites easily penetrated biofilm matrix combination chemical photothermal treatment nirstimulated cluster significantly damaged biofilm structure eradicating mrsa inside biomass nirirradiated chitosangnr cluster increased skin temperature mouse c plasmonic nanocomposites induced negligible skin irritation vivo summary novel nanosystem demonstrated potent antibacterial effect planktonic biofilm mrsa showcasing possible efficacy treating skin infection
201,"Exosomes derived from vMIP-II-Lamp2b gene-modified M2 cells provide neuroprotection by targeting the injured spinal cord, inhibiting chemokine signals and modulating microglia/macrophage polarization in mice.","Inflammation is one of the key injury factors for spinal cord injury (SCI). Exosomes (Exos) derived from M2 macrophages have been shown to inhibit inflammation and be beneficial in SCI animal models. However, lacking targetability restricts their application prospects. Considering that chemokine receptors increase dramatically after SCI, viral macrophage inflammatory protein II (vMIP-II) is a broad-spectrum chemokine receptor binding peptide, and lysosomal associated membrane protein 2b (Lamp2b) is the key membrane component of Exos, we speculated that vMIP-II-Lamp2b gene-modified M2 macrophage-derived Exos (vMIP-II-Lamp2b-M2-Exo) not only have anti-inflammatory properties, but also can target the injured area by vMIP-II. In this study, using a murine contusive SCI model, we revealed that vMIP-II-Lamp2b-M2-Exo could target the chemokine receptors which highly expressed in the injured spinal cords, inhibit some key chemokine receptor signaling pathways (such as MAPK and Akt), further inhibit proinflammatory factors (such as IL-1β, IL-6, IL-17, IL-18, TNF-α, and iNOS), and promote anti-inflammatory factors (such as IL-4 and Arg1) productions, and the transformation of microglia/macrophages from M1 into M2. Moreover, the improved histological and functional recoveries were also found. Collectively, our results suggest that vMIP-II-Lamp2b-M2-Exo may provide neuroprotection by targeting the injured spinal cord, inhibiting some chemokine signals, reducing proinflammatory factor production and modulating microglia/macrophage polarization.",https://pubmed.ncbi.nlm.nih.gov/38642665/,inflammation one key injury factor spinal cord injury sci exosomes exos derived macrophage shown inhibit inflammation beneficial sci animal model however lacking targetability restricts application prospect considering chemokine receptor increase dramatically sci viral macrophage inflammatory protein ii vmipii broadspectrum chemokine receptor binding peptide lysosomal associated membrane protein b lampb key membrane component exos speculated vmipiilampb genemodified macrophagederived exos vmipiilampbmexo antiinflammatory property also target injured area vmipii study using murine contusive sci model revealed vmipiilampbmexo could target chemokine receptor highly expressed injured spinal cord inhibit key chemokine receptor signaling pathway mapk akt inhibit proinflammatory factor il il il il tnf inos promote antiinflammatory factor il arg production transformation microgliamacrophages moreover improved histological functional recovery also found collectively result suggest vmipiilampbmexo may provide neuroprotection targeting injured spinal cord inhibiting chemokine signal reducing proinflammatory factor production modulating microgliamacrophage polarization
202,Deciphering styrene oxide tolerance mechanisms in Gluconobacter oxydans mutant strain.,"Chemical production wastewater contains large amounts of organic solvents (OSs), which pose a significant threat to the environment. In this study, a 10 g·L",https://pubmed.ncbi.nlm.nih.gov/38642663/,chemical production wastewater contains large amount organic solvent os pose significant threat environment study gl
203,Single-cell analysis identifies critical regulators of spermatogonial development and differentiation in cattle-yak bulls.,"Spermatogenesis is a continuous process in which functional sperm are produced through a series of mitotic and meiotic divisions and morphological changes in germ cells. The aberrant development and fate transitions of spermatogenic cells cause hybrid sterility in mammals. Cattle-yak, a hybrid animal between taurine cattle (Bos taurus) and yak (Bos grunniens), exhibits male-specific sterility due to spermatogenic failure. In the present study, we performed single-cell RNA sequencing analysis to identify differences in testicular cell composition and the developmental trajectory of spermatogenic cells between yak and cattle-yak. The composition and molecular signatures of spermatogonial subtypes were dramatically different between these 2 animals, and the expression of genes associated with stem cell maintenance, cell differentiation and meiotic entry was altered in cattle-yak, indicating the impairment of undifferentiated spermatogonial fate decisions. Cell communication analysis revealed that signaling within different spermatogenic cell subpopulations was weakened, and progenitor spermatogonia were unable or delayed receiving and sending signals for transformation to the next stage in cattle-yak. Simultaneously, the communication between niche cells and germ cells was also abnormal. Collectively, we obtained the expression profiles of transcriptome signatures of different germ cells and testicular somatic cell populations at the single-cell level and identified critical regulators of spermatogonial differentiation and meiosis in yak and sterile cattle-yak. The findings of this study shed light on the genetic mechanisms that lead to hybrid sterility and speciation in bovid species.",https://pubmed.ncbi.nlm.nih.gov/38642661/,spermatogenesis continuous process functional sperm produced series mitotic meiotic division morphological change germ cell aberrant development fate transition spermatogenic cell cause hybrid sterility mammal cattleyak hybrid animal taurine cattle bos taurus yak bos grunniens exhibit malespecific sterility due spermatogenic failure present study performed singlecell rna sequencing analysis identify difference testicular cell composition developmental trajectory spermatogenic cell yak cattleyak composition molecular signature spermatogonial subtypes dramatically different animal expression gene associated stem cell maintenance cell differentiation meiotic entry altered cattleyak indicating impairment undifferentiated spermatogonial fate decision cell communication analysis revealed signaling within different spermatogenic cell subpopulation weakened progenitor spermatogonia unable delayed receiving sending signal transformation next stage cattleyak simultaneously communication niche cell germ cell also abnormal collectively obtained expression profile transcriptome signature different germ cell testicular somatic cell population singlecell level identified critical regulator spermatogonial differentiation meiosis yak sterile cattleyak finding study shed light genetic mechanism lead hybrid sterility speciation bovid specie
204,Endometrial responsiveness to interferon-tau and its association with subsequent reproductive performance in dairy heifers.,"Our objectives were to evaluate the endometrial responsiveness of dairy heifers to an intrauterine infusion of recombinant bovine interferon-tau (rbIFN-τ) and to associate endometrial responses to rbIFN-τ with subsequent reproductive performance. In Experiments 1 and 2, cyclic heifers were enrolled in a 5-d CIDR Cosynch program for estrous synchronization, and blood sampling and ultrasonography examinations were performed on d 0, 4, 7, 11, and 14 of the estrous cycle. In Experiment 1, heifers were randomly assigned to receive an intrauterine infusion containing 2 µg of rbIFN-τ (rbIFN-τ = 19) or saline (CTRL = 19) into the uterine horn ipsilateral to the corpus luteum (CL) on d 14 of the estrous cycle. Six hours after the infusion, the infused uterine horn was flushed for sampling of the uterine luminal fluid (ULF) for analyses of composition, and the endometrium was biopsied for transcriptomics. In Experiment 2, 100 heifers received an intrauterine infusion of rbIFN-τ, and the same procedures for uterine sample collection described in Experiment 1 were performed. After the intrauterine test, heifers were enrolled in a breeding program and classified as highly fertile (HF; pregnant at first AI) or subfertile (SF; not pregnant at first AI). Statistical analyses were performed using linear regression models, which included the effects of treatment (Experiment 1: CTRL vs. rbIFN-τ) or fertility group (Experiment 2: HF vs. SF) and block of samples. Intrauterine infusion of rbIFN-τ increased the expression of classical interferon-stimulated genes in the endometrium (e.g., ISG15, MX1, OAS2, IRF9, and USP18), and an antiviral response was predicted to be the main downstream effect of the transcriptome changes. In addition, rbIFN-τ increased the abundance of cholesterol, glycerol, and the overall concentration of oxylipins in the ULF. Analysis of endometrial transcriptome between HF and SF heifers revealed important differences in the expression of proteins associated with cell signaling, metabolism, attachment, and migration, with a large representation of genes encoding extracellular matrix proteins. In general, differently expressed genes were expected to be downregulated by IFN-τ but seemed to fail to be downregulated in SF heifers, resulting in higher expression in SF compared with HF heifers. Subfertile heifers had lower concentrations of glycerol and an altered profile of oxylipins in the ULF, with lower abundance of oxylipins derived from arachidonic acid and dihomo-γ-linolenic acid, and greater abundance of oxylipins derived from linoleic acid. Measurements of ovarian function did not differ between groups and, therefore, did not influence the observed results in uterine biology. In conclusion, the endometrial responsiveness to IFN-τ is variable among individuals and associated with subsequent fertility of heifers, indicating that communication between conceptus and endometrium is critical for the uterine receptivity and survival of pregnancy.",https://pubmed.ncbi.nlm.nih.gov/38642656/,objective evaluate endometrial responsiveness dairy heifer intrauterine infusion recombinant bovine interferontau rbifn associate endometrial response rbifn subsequent reproductive performance experiment cyclic heifer enrolled cidr cosynch program estrous synchronization blood sampling ultrasonography examination performed estrous cycle experiment heifer randomly assigned receive intrauterine infusion containing g rbifn rbifn saline ctrl uterine horn ipsilateral corpus luteum cl estrous cycle six hour infusion infused uterine horn flushed sampling uterine luminal fluid ulf analysis composition endometrium biopsied transcriptomics experiment heifer received intrauterine infusion rbifn procedure uterine sample collection described experiment performed intrauterine test heifer enrolled breeding program classified highly fertile hf pregnant first ai subfertile sf pregnant first ai statistical analysis performed using linear regression model included effect treatment experiment ctrl v rbifn fertility group experiment hf v sf block sample intrauterine infusion rbifn increased expression classical interferonstimulated gene endometrium eg isg mx oas irf usp antiviral response predicted main downstream effect transcriptome change addition rbifn increased abundance cholesterol glycerol overall concentration oxylipins ulf analysis endometrial transcriptome hf sf heifer revealed important difference expression protein associated cell signaling metabolism attachment migration large representation gene encoding extracellular matrix protein general differently expressed gene expected downregulated ifn seemed fail downregulated sf heifer resulting higher expression sf compared hf heifer subfertile heifer lower concentration glycerol altered profile oxylipins ulf lower abundance oxylipins derived arachidonic acid dihomolinolenic acid greater abundance oxylipins derived linoleic acid measurement ovarian function differ group therefore influence observed result uterine biology conclusion endometrial responsiveness ifn variable among individual associated subsequent fertility heifer indicating communication conceptus endometrium critical uterine receptivity survival pregnancy
205,HH5 Double-Carrier Embryos Fail to Progress through Early Conceptus Elongation.,"Massive genotyping in cattle has uncovered several deleterious haplotypes that cause pre-term mortality. Holstein Haplotype 5 (HH5) is a deleterious haplotype present in the Holstein Friesian population that involves the ablation of the Transcription Factor B1 mitochondrial (TFB1M) gene. The developmental stage at which HH5 double-carrier (DC, homozygous) embryos or fetuses die remains unknown and this is a relevant information to estimate the economic losses associated to the inadvertent cross between carriers. To determine if HH5 DC survive to maternal recognition of pregnancy, embryonic day (E)14 embryos were flushed from superovulated carrier cows inseminated with a carrier bull. DC E14 conceptuses were recovered at Mendelian rates but they failed to achieve early elongation, as evidenced by a drastic (>26-fold) reduction in the proliferation of extraembryonic membranes compared with carrier or non-carrier embryos. To assess development at earlier stages, TFB1M knockout (KO) embryos -functionally equivalent to DC embryos- were generated by CRISPR technology and cultured to the blastocyst stage -Day (D)8- and to the early embryonic disc stage -D12-. No significant effect of TFB1M ablation was observed on the differentiation and proliferation of embryonic lineages and relative mtDNA content up to D12. In conclusion, HH5 DC embryos are able to develop to early embryonic disc stage but fail to undergo early conceptus elongation, required for pregnancy recognition.",https://pubmed.ncbi.nlm.nih.gov/38642647/,massive genotyping cattle uncovered several deleterious haplotype cause preterm mortality holstein haplotype hh deleterious haplotype present holstein friesian population involves ablation transcription factor b mitochondrial tfbm gene developmental stage hh doublecarrier dc homozygous embryo fetus die remains unknown relevant information estimate economic loss associated inadvertent cross carrier determine hh dc survive maternal recognition pregnancy embryonic day e embryo flushed superovulated carrier cow inseminated carrier bull dc e conceptus recovered mendelian rate failed achieve early elongation evidenced drastic fold reduction proliferation extraembryonic membrane compared carrier noncarrier embryo ass development earlier stage tfbm knockout ko embryo functionally equivalent dc embryo generated crispr technology cultured blastocyst stage day early embryonic disc stage significant effect tfbm ablation observed differentiation proliferation embryonic lineage relative mtdna content conclusion hh dc embryo able develop early embryonic disc stage fail undergo early conceptus elongation required pregnancy recognition
206,Harnessing artificial intelligence-driven approach for enhanced indole-3-acetic acid from the newly isolated Streptomyces rutgersensis AW08.,"Indole-3-acetic acid (IAA) derived from Actinobacteria fermentations on agro-wastes constitutes a safer and low-cost alternative to synthetic IAA. This study aims to select a high IAA-producing Streptomyces-like strain isolated from Lake Oubeira sediments (El Kala, Algeria) for further investigations (i.e., 16S rRNA gene barcoding and process optimization). Subsequently, artificial intelligence-based approaches were employed to maximize IAA bioproduction on spent coffee grounds as high-value-added feedstock. The specificity was the novel application of the Limited-Memory Broyden-Fletcher-Goldfarb-Shanno Box (L-BFGS-B) optimization algorithm. The new strain AW08 was a significant producer of IAA (26.116 ± 0.61 μg/mL) and was identified as Streptomyces rutgersensis by 16S rRNA gene barcoding and phylogenetic inquiry. The empirical data involved the inoculation of AW08 in various cultural conditions according to a four-factor Box Behnken Design matrix (BBD) of Response surface methodology (RSM). The input parameters and regression equation extracted from the RSM-BBD were the basis for implementing and training the L-BFGS-B algorithm. Upon training the model, the optimal conditions suggested by the BBD and L-BFGS-B algorithm were, respectively, L-Trp (X1) = 0.58 %; 0.57 %; T° (X2) = 26.37 °C; 28.19 °C; pH (X3) = 7.75; 8.59; and carbon source (X4) = 30 %; 33.29 %, with the predicted response IAA (Y) =152.8; 169.18 μg/mL). Our findings emphasize the potential of the multifunctional S. rutgersensis AW08, isolated and reported for the first time in Algeria, as a robust producer of IAA. Validation investigations using the bioprocess parameters provided by the L-BFGS-B and the BBD-RSM models demonstrate the effectiveness of AI-driven optimization in maximizing IAA output by 5.43-fold and 4.2-fold, respectively. This study constitutes the first paper reporting a novel interdisciplinary approach and providing insights into biotechnological advancements. These results support for the first time a reasonable approach for valorizing spent coffee grounds as feedstock for sustainable and economic IAA production from S. rutgersensis AW08.",https://pubmed.ncbi.nlm.nih.gov/38642645/,indoleacetic acid iaa derived actinobacteria fermentation agrowastes constitutes safer lowcost alternative synthetic iaa study aim select high iaaproducing streptomyceslike strain isolated lake oubeira sediment el kala algeria investigation ie rrna gene barcoding process optimization subsequently artificial intelligencebased approach employed maximize iaa bioproduction spent coffee ground highvalueadded feedstock specificity novel application limitedmemory broydenfletchergoldfarbshanno box lbfgsb optimization algorithm new strain aw significant producer iaa gml identified streptomyces rutgersensis rrna gene barcoding phylogenetic inquiry empirical data involved inoculation aw various cultural condition according fourfactor box behnken design matrix bbd response surface methodology rsm input parameter regression equation extracted rsmbbd basis implementing training lbfgsb algorithm upon training model optimal condition suggested bbd lbfgsb algorithm respectively ltrp x x c c ph x carbon source x predicted response iaa gml finding emphasize potential multifunctional rutgersensis aw isolated reported first time algeria robust producer iaa validation investigation using bioprocess parameter provided lbfgsb bbdrsm model demonstrate effectiveness aidriven optimization maximizing iaa output fold fold respectively study constitutes first paper reporting novel interdisciplinary approach providing insight biotechnological advancement result support first time reasonable approach valorizing spent coffee ground feedstock sustainable economic iaa production rutgersensis aw
207,The nucleolus: Coordinating stress response and genomic stability.,"The perception that the nucleoli are merely the organelles where ribosome biogenesis occurs is challenged. Only around 30 % of nucleolar proteins are solely involved in producing ribosomes. Instead, the nucleolus plays a critical role in controlling protein trafficking during stress and, according to its dynamic nature, undergoes continuous protein exchange with nucleoplasm under various cellular stressors. Hence, the concept of nucleolar stress has evolved as cellular insults that disrupt the structure and function of the nucleolus. Considering the emerging role of this organelle in DNA repair and the fact that rDNAs are the most fragile genomic loci, therapies targeting the nucleoli are increasingly being developed. Besides, drugs that target ribosome synthesis and induce nucleolar stress can be used in cancer therapy. In contrast, agents that regulate nucleolar activity may be a potential treatment for neurodegeneration caused by abnormal protein accumulation in the nucleolus. Here, I explore the roles of nucleoli beyond their ribosomal functions, highlighting the factors triggering nucleolar stress and their impact on genomic stability.",https://pubmed.ncbi.nlm.nih.gov/38642633/,perception nucleolus merely organelle ribosome biogenesis occurs challenged around nucleolar protein solely involved producing ribosome instead nucleolus play critical role controlling protein trafficking stress according dynamic nature undergoes continuous protein exchange nucleoplasm various cellular stressor hence concept nucleolar stress evolved cellular insult disrupt structure function nucleolus considering emerging role organelle dna repair fact rdnas fragile genomic locus therapy targeting nucleolus increasingly developed besides drug target ribosome synthesis induce nucleolar stress used cancer therapy contrast agent regulate nucleolar activity may potential treatment neurodegeneration caused abnormal protein accumulation nucleolus explore role nucleolus beyond ribosomal function highlighting factor triggering nucleolar stress impact genomic stability
208,Multi-omics and chemical profiling approaches to understand the material foundation and pharmacological mechanism of Sophorae Tonkinensis Radix et Rhizome-induced liver injury in mice.,"Sophorae tonkinensis Radix et Rhizoma (STR) is an extensively applied traditional Chinese medicine (TCM) in southwest China. However, its clinical application is relatively limited due to its hepatotoxicity effects.",https://pubmed.ncbi.nlm.nih.gov/38642623/,sophorae tonkinensis radix et rhizoma str extensively applied traditional chinese medicine tcm southwest china however clinical application relatively limited due hepatotoxicity effect
209,SARS-CoV-2 Superinfection in CD14,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the etiologic agent of coronavirus disease 2019 (COVID-19), has posed significant challenges to global health. While much attention has been directed towards understanding the primary mechanisms of SARS-CoV-2 infection, emerging evidence suggests co-infections or superinfections with other viruses may contribute to increased morbidity and mortality, particularly in severe cases of COVID-19. Among viruses that have been reported in patients with SARS-CoV-2, seropositivity for Human cytomegalovirus (HCMV) is associated with increased COVID-19 risk and hospitalization. HCMV is a ubiquitous beta-herpesvirus with a seroprevalence of 60-90% worldwide and one of the leading causes of mortality in immunocompromised individuals. The primary sites of latency for HCMV include CD14",https://pubmed.ncbi.nlm.nih.gov/38642618/,severe acute respiratory syndrome coronavirus sarscov etiologic agent coronavirus disease covid posed significant challenge global health much attention directed towards understanding primary mechanism sarscov infection emerging evidence suggests coinfections superinfection virus may contribute increased morbidity mortality particularly severe case covid among virus reported patient sarscov seropositivity human cytomegalovirus hcmv associated increased covid risk hospitalization hcmv ubiquitous betaherpesvirus seroprevalence worldwide one leading cause mortality immunocompromised individual primary site latency hcmv include cd
210,Polymorphisms in the cysteine dioxygenase gene and their association with taurine content in the Pacific oyster Crassostrea gigas.,"The Pacific oyster Crassostrea gigas is rich in taurine, which is crucial for its adaptation to the fluctuating intertidal environment and presents significant potential in improving taurine nutrition and boosting immunity in humans. Cysteine dioxygenase (CDO) is a key enzyme involved in the initial step of taurine biosynthesis and plays a crucial role in regulating taurine content in the body. In the present study, polymorphisms of CDO gene in C. gigas (CgCDO) and their association with taurine content were evaluated in 198 individuals. A total of 24 single nucleotide polymorphism (SNP) loci were identified in the exonic region of the CgCDO gene by direct sequencing. Among these SNPs, c.279G > A and c.287C > A were found to be significantly associated with taurine content, with the GG and AA genotype at the two loci exhibiting enhanced taurine accumulation (p < 0.05). Haplotype analysis revealed that the 279GG/287AA haplotype had the highest taurine content of 29.24 mg/g, while the 279AA/287CC haplotype showed the lowest taurine content of 21.19 mg/g. These results indicated that the SNPs of the CgCDO gene could influence the taurine content in C. gigas and have potential applications in the selective breeding of high-taurine varieties.",https://pubmed.ncbi.nlm.nih.gov/38642610/,pacific oyster crassostrea gigas rich taurine crucial adaptation fluctuating intertidal environment present significant potential improving taurine nutrition boosting immunity human cysteine dioxygenase cdo key enzyme involved initial step taurine biosynthesis play crucial role regulating taurine content body present study polymorphism cdo gene c gigas cgcdo association taurine content evaluated individual total single nucleotide polymorphism snp locus identified exonic region cgcdo gene direct sequencing among snp cg cc found significantly associated taurine content gg aa genotype two locus exhibiting enhanced taurine accumulation p haplotype analysis revealed ggaa haplotype highest taurine content mgg aacc haplotype showed lowest taurine content mgg result indicated snp cgcdo gene could influence taurine content c gigas potential application selective breeding hightaurine variety
